phase,condition_id,purpose,sweep_axis,axis_value,stage,vocab_size,tokenizer_min_frequency,context_length,batch_size,emb_dim,n_heads,n_layers,drop_rate,ffn_mult,norm_first,activation_name,attention_impl,qkv_bias,tie_embeddings,init_std,learning_rate,weight_decay,grad_clip,epochs,epoch_milestones,run_number,repeat_index,seed
phase4_tokenizer_granularity,MF001,BPE merge min-frequency sweep min_frequency=1,tokenizer_min_frequency,1,exploratory,20000,1,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,79,1,123
phase4_tokenizer_granularity,MF001,BPE merge min-frequency sweep min_frequency=1,tokenizer_min_frequency,1,exploratory,20000,1,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,80,2,321
phase4_tokenizer_granularity,MF001,BPE merge min-frequency sweep min_frequency=1,tokenizer_min_frequency,1,exploratory,20000,1,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,81,3,777
phase4_tokenizer_granularity,MF002,BPE merge min-frequency sweep min_frequency=2,tokenizer_min_frequency,2,exploratory,20000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,82,1,123
phase4_tokenizer_granularity,MF002,BPE merge min-frequency sweep min_frequency=2,tokenizer_min_frequency,2,exploratory,20000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,83,2,321
phase4_tokenizer_granularity,MF002,BPE merge min-frequency sweep min_frequency=2,tokenizer_min_frequency,2,exploratory,20000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,84,3,777
phase4_tokenizer_granularity,MF003,BPE merge min-frequency sweep min_frequency=3,tokenizer_min_frequency,3,exploratory,20000,3,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,85,1,123
phase4_tokenizer_granularity,MF003,BPE merge min-frequency sweep min_frequency=3,tokenizer_min_frequency,3,exploratory,20000,3,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,86,2,321
phase4_tokenizer_granularity,MF003,BPE merge min-frequency sweep min_frequency=3,tokenizer_min_frequency,3,exploratory,20000,3,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,87,3,777
phase4_tokenizer_granularity,MF004,BPE merge min-frequency sweep min_frequency=4,tokenizer_min_frequency,4,exploratory,20000,4,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,88,1,123
phase4_tokenizer_granularity,MF004,BPE merge min-frequency sweep min_frequency=4,tokenizer_min_frequency,4,exploratory,20000,4,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,89,2,321
phase4_tokenizer_granularity,MF004,BPE merge min-frequency sweep min_frequency=4,tokenizer_min_frequency,4,exploratory,20000,4,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,90,3,777
phase4_tokenizer_granularity,MF005,BPE merge min-frequency sweep min_frequency=5,tokenizer_min_frequency,5,exploratory,20000,5,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,91,1,123
phase4_tokenizer_granularity,MF005,BPE merge min-frequency sweep min_frequency=5,tokenizer_min_frequency,5,exploratory,20000,5,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,92,2,321
phase4_tokenizer_granularity,MF005,BPE merge min-frequency sweep min_frequency=5,tokenizer_min_frequency,5,exploratory,20000,5,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,93,3,777
phase4_tokenizer_granularity,MF008,BPE merge min-frequency sweep min_frequency=8,tokenizer_min_frequency,8,exploratory,20000,8,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,94,1,123
phase4_tokenizer_granularity,MF008,BPE merge min-frequency sweep min_frequency=8,tokenizer_min_frequency,8,exploratory,20000,8,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,95,2,321
phase4_tokenizer_granularity,MF008,BPE merge min-frequency sweep min_frequency=8,tokenizer_min_frequency,8,exploratory,20000,8,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,96,3,777
phase4_tokenizer_granularity,MF013,BPE merge min-frequency sweep min_frequency=13,tokenizer_min_frequency,13,exploratory,20000,13,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,97,1,123
phase4_tokenizer_granularity,MF013,BPE merge min-frequency sweep min_frequency=13,tokenizer_min_frequency,13,exploratory,20000,13,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,98,2,321
phase4_tokenizer_granularity,MF013,BPE merge min-frequency sweep min_frequency=13,tokenizer_min_frequency,13,exploratory,20000,13,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,99,3,777
phase4_tokenizer_granularity,MF021,BPE merge min-frequency sweep min_frequency=21,tokenizer_min_frequency,21,exploratory,20000,21,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,100,1,123
phase4_tokenizer_granularity,MF021,BPE merge min-frequency sweep min_frequency=21,tokenizer_min_frequency,21,exploratory,20000,21,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,101,2,321
phase4_tokenizer_granularity,MF021,BPE merge min-frequency sweep min_frequency=21,tokenizer_min_frequency,21,exploratory,20000,21,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,102,3,777
phase4_tokenizer_granularity,MF034,BPE merge min-frequency sweep min_frequency=34,tokenizer_min_frequency,34,exploratory,20000,34,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,103,1,123
phase4_tokenizer_granularity,MF034,BPE merge min-frequency sweep min_frequency=34,tokenizer_min_frequency,34,exploratory,20000,34,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,104,2,321
phase4_tokenizer_granularity,MF034,BPE merge min-frequency sweep min_frequency=34,tokenizer_min_frequency,34,exploratory,20000,34,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,105,3,777
phase4_tokenizer_granularity,MF055,BPE merge min-frequency sweep min_frequency=55,tokenizer_min_frequency,55,exploratory,20000,55,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,106,1,123
phase4_tokenizer_granularity,MF055,BPE merge min-frequency sweep min_frequency=55,tokenizer_min_frequency,55,exploratory,20000,55,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,107,2,321
phase4_tokenizer_granularity,MF055,BPE merge min-frequency sweep min_frequency=55,tokenizer_min_frequency,55,exploratory,20000,55,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,108,3,777
phase5_capacity,M031,capacity growth sweep 31M baseline,capacity,31M baseline,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,109,1,123
phase5_capacity,M031,capacity growth sweep 31M baseline,capacity,31M baseline,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,110,2,321
phase5_capacity,M031,capacity growth sweep 31M baseline,capacity,31M baseline,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,111,3,777
phase5_capacity,M044,capacity growth sweep 44M deeper,capacity,44M deeper,exploratory,12000,2,512,4,512,8,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,112,1,123
phase5_capacity,M044,capacity growth sweep 44M deeper,capacity,44M deeper,exploratory,12000,2,512,4,512,8,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,113,2,321
phase5_capacity,M044,capacity growth sweep 44M deeper,capacity,44M deeper,exploratory,12000,2,512,4,512,8,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,114,3,777
phase5_capacity,M057,capacity growth sweep 57M deepest 512-width,capacity,57M deepest 512-width,exploratory,12000,2,512,4,512,8,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,115,1,123
phase5_capacity,M057,capacity growth sweep 57M deepest 512-width,capacity,57M deepest 512-width,exploratory,12000,2,512,4,512,8,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,116,2,321
phase5_capacity,M057,capacity growth sweep 57M deepest 512-width,capacity,57M deepest 512-width,exploratory,12000,2,512,4,512,8,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,117,3,777
phase5_capacity,M066,capacity growth sweep 66M wider,capacity,66M wider,exploratory,12000,2,512,4,768,12,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,118,1,123
phase5_capacity,M066,capacity growth sweep 66M wider,capacity,66M wider,exploratory,12000,2,512,4,768,12,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,119,2,321
phase5_capacity,M066,capacity growth sweep 66M wider,capacity,66M wider,exploratory,12000,2,512,4,768,12,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,120,3,777
phase5_capacity,M098,capacity growth sweep 98M wide-deep,capacity,98M wide-deep,exploratory,12000,2,512,4,768,12,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,121,1,123
phase5_capacity,M098,capacity growth sweep 98M wide-deep,capacity,98M wide-deep,exploratory,12000,2,512,4,768,12,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,122,2,321
