experiment_id,title,source,vocab_size,context_length,emb_dim,n_heads,n_layers,ffn_mult,drop_rate,norm_first,activation,activation_name,tie_embeddings,qkv_bias,stride,epochs,parameter_count,train_char_count,val_char_count,train_token_count,val_token_count,val_tokens_per_char,val_chars_per_token,final_train_loss,final_val_loss,best_val_loss,final_minus_best_val_loss,final_generalization_gap,final_val_nats_per_char,final_val_bits_per_char,tokens_seen,tokens_per_sec,compute_proxy_param_tokens,estimated_train_flops
E10,E10 n_heads 6,docs/HY/testresult/E10_n_heads_6_result.md,3000,128,192,6,4,4,0.1,,,,False,False,128,5,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.083635,5.302649,5.302649,0.0,0.2190139999999996,3.095821603467153,4.466326474798981,4014080.0,195739.604,11858041896960.0,71148251381760.0
E11,E11 n_layers 2,docs/HY/testresult/E11_n_layers_2_result.md,3000,128,192,4,2,4,0.1,,,,False,False,128,5,2065536,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.098812,5.321256,5.321256,0.0,0.2224440000000003,3.1066848441937625,4.481998818323243,4014080.0,324062.829,8291226746880.0,49747360481280.0
E12,E12 n_layers 6,docs/HY/testresult/E12_n_layers_6_result.md,3000,128,192,4,6,4,0.1,,,,False,False,128,5,3842688,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.105818,5.312068,5.312068,0.0,0.20624999999999982,3.1013206556735238,4.474259930146701,4014080.0,141418.098,15424857047040.0,92549142282240.0
E13,E13 n_layers 8,docs/HY/testresult/E13_n_layers_8_result.md,3000,128,192,4,8,4,0.1,,,,False,False,128,5,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.122186,5.3179,5.3179,0.0,0.19571399999999972,3.10472552587923,4.479172119507345,4014080.0,109846.398,18991672197120.0,113950033182720.0
E14,E14 ffn_multiplier 2,docs/HY/testresult/E14_ffn_multiplier_2_result.md,3000,128,192,4,4,2,0.1,,,,False,False,128,5,2362752,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.066985,5.291719,5.291719,0.0,0.22473399999999977,3.0894403909588584,4.457120331158405,4014080.0,197805.724,9484275548160.0,56905653288960.0
E15,E15 ffn_multiplier 6,docs/HY/testresult/E15_ffn_multiplier_6_result.md,3000,128,192,4,4,6,0.1,,,,False,False,128,5,3545472,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.096516,5.300615,5.300615,0.0,0.20409899999999936,3.0946341024386195,4.464613272954065,4014080.0,192962.714,14231808245760.0,85390849474560.0
E16,E16 drop_rate 0.0,docs/HY/testresult/E16_drop_rate_0p0_result.md,3000,128,192,4,4,4,0.0,,,,False,False,128,5,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.010982,5.252427,5.252427,0.0,0.2414449999999997,3.066500720155939,4.424025381851408,4014080.0,198335.158,11858041896960.0,71148251381760.0
E17,E17 drop_rate 0.05,docs/HY/testresult/E17_drop_rate_0p05_result.md,3000,128,192,4,4,4,0.05,,,,False,False,128,5,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.047556,5.277728,5.277728,0.0,0.2301719999999996,3.0812720886529528,4.445335961929193,4014080.0,192126.09,11858041896960.0,71148251381760.0
E18,E18 drop_rate 0.2,docs/HY/testresult/E18_drop_rate_0p2_result.md,3000,128,192,4,4,4,0.2,,,,False,False,128,5,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.140163,5.340294,5.340294,0.0,0.20013099999999984,3.1177997137027207,4.498034185443945,4014080.0,193336.893,11858041896960.0,71148251381760.0
E19,E19 qkv_bias True,docs/HY/testresult/E19_qkv_bias_True_result.md,3000,128,192,4,4,4,0.1,,,,False,True,128,5,2956416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.08188,5.295729,5.295729,0.0,0.21384899999999973,3.0917815311380226,4.460497882484911,4014080.0,180117.091,11867290337280.0,71203742023680.0
E20,E20 weight_tying True,docs/HY/testresult/E20_weight_tying_True_result.md,3000,128,192,4,4,4,0.1,,,,True,False,128,5,2378112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,5.309371,5.427288,5.427288,0.0,0.11791700000000027,3.1685890276045123,4.571307676740213,4014080.0,191334.192,9545931816960.0,57275590901760.0
E21,E21 long_epoch dropout 0.0,docs/HY/testresult/E21_long_epoch_dropout_0p0_result.md,3000,128,192,4,4,4,0.0,,,,False,False,128,20,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.406094,5.454686,5.064496,0.3901899999999996,2.0485919999999997,3.1845846781353684,4.594384522436872,16056320.0,195083.564,47432167587840.0,284593005527040.0
E22,E22 long_epoch dropout 0.05,docs/HY/testresult/E22_long_epoch_dropout_0p05_result.md,3000,128,192,4,4,4,0.05,,,,False,False,128,20,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.808032,5.143097,5.056303,0.08679400000000026,1.3350650000000002,3.00267108030856,4.331938676981866,16056320.0,182882.36,47432167587840.0,284593005527040.0
E23,E23 long_epoch dropout 0.1,docs/HY/testresult/E23_long_epoch_dropout_0p1_result.md,3000,128,192,4,4,4,0.1,,,,False,False,128,20,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.040717,5.059713,5.044847,0.01486600000000049,1.0189960000000005,2.9539893763934972,4.26170582416158,16056320.0,189772.909,47432167587840.0,284593005527040.0
E24,E24 long_epoch dropout 0.2,docs/HY/testresult/E24_long_epoch_dropout_0p2_result.md,3000,128,192,4,4,4,0.2,,,,False,False,128,20,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.331211,5.047123,5.047123,0.0,0.7159120000000003,2.946639013586596,4.251101492191329,16056320.0,195311.564,47432167587840.0,284593005527040.0
E25,E25 activation ReLU,docs/HY/testresult/E25_activation_ReLU_result.md,3000,128,192,4,4,4,0.1,False,relu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.574663,5.096209,5.096209,0.0,0.5215459999999998,2.9752966711512943,4.292445752643413,8028160.0,202688.916,23716083793920.0,142296502763520.0
E26,E26 activation SiLU,docs/HY/testresult/E26_activation_SiLU_result.md,3000,128,192,4,4,4,0.1,False,silu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.671647,5.135875,5.135875,0.0,0.4642280000000003,2.998454692684141,4.325855715465651,8028160.0,198161.384,23716083793920.0,142296502763520.0
E27,E27 pre-LN,docs/HY/testresult/E27_preLN_result.md,3000,128,192,4,4,4,0.1,True,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.828863,5.207495,5.207495,0.0,0.37863199999999964,3.0402682736396813,4.386179961352019,8028160.0,176965.918,23716083793920.0,142296502763520.0
E28,E28 post-LN baseline 10ep,docs/HY/testresult/E28_postLN_baseline_10ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.619696,5.102722,5.102722,0.0,0.48302599999999973,2.979099126509622,4.297931536132075,8028160.0,185262.638,23716083793920.0,142296502763520.0
E29,E29 stride 64,docs/HY/testresult/E29_stride_64_result.md,3000,128,192,4,4,4,0.1,False,gelu,,False,False,64,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.139527,5.004077,5.000636,0.0034409999999995833,0.8645499999999995,2.921507661927671,4.2148446157821615,16097280.0,197340.266,47553168015360.0,285319008092160.0
E31,E31 n_heads 1 10ep,docs/HY/testresult/E31_n_heads_1_10ep_result.md,3000,128,192,1,4,4,0.1,False,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.639138,5.109888,5.109888,0.0,0.4707499999999998,2.9832828199071,4.303967329849216,8028160.0,194618.572,23716083793920.0,142296502763520.0
E32,E32 n_heads 2 10ep,docs/HY/testresult/E32_n_heads_2_10ep_result.md,3000,128,192,2,4,4,0.1,False,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.621203,5.097077,5.097077,0.0,0.47587399999999924,2.9758034316688784,4.29317685352905,8028160.0,207043.251,23716083793920.0,142296502763520.0
E33,E33 n_heads 8 10ep,docs/HY/testresult/E33_n_heads_8_10ep_result.md,3000,128,192,8,4,4,0.1,False,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.624903,5.113287,5.113287,0.0,0.48838399999999993,2.985267242717319,4.306830246796546,8028160.0,189308.986,23716083793920.0,142296502763520.0
E34,E34 n_heads 12 10ep,docs/HY/testresult/E34_n_heads_12_10ep_result.md,3000,128,192,12,4,4,0.1,False,gelu,,False,False,128,10,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.633036,5.122543,5.122543,0.0,0.4895070000000006,2.9906711313702723,4.314626410157677,8028160.0,195291.946,23716083793920.0,142296502763520.0
E35,E35 ffn multiplier 2 10ep,docs/HY/testresult/E35_ffn_multiplier_2_10ep_result.md,3000,128,192,4,4,2,0.1,False,gelu,,False,False,128,10,2362752,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.616791,5.110428,5.110428,0.0,0.49363699999999966,2.983598085666888,4.304422162197424,8028160.0,187864.8,18968551096320.0,113811306577920.0
E36,E36 ffn multiplier 6 10ep,docs/HY/testresult/E36_ffn_multiplier_6_10ep_result.md,3000,128,192,4,4,6,0.1,False,gelu,,False,False,128,10,3545472,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.62413,5.095633,5.095633,0.0,0.4715030000000002,2.9749603876741872,4.291960598138658,8028160.0,194872.099,28463616491520.0,170781698949120.0
E37,E37 postLN layers8 10ep,docs/HY/testresult/E37_postLN_layers8_10ep_result.md,3000,128,192,4,8,4,0.1,False,gelu,,False,False,128,10,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.564352,5.070909,5.070909,0.0,0.5065569999999999,2.9605258864797612,4.2711360148477535,8028160.0,103950.213,37983344394240.0,227900066365440.0
E38,E38 preLN layers8 10ep,docs/HY/testresult/E38_preLN_layers8_10ep_result.md,3000,128,192,4,8,4,0.1,True,gelu,,False,False,128,10,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.924389,5.242465,5.242465,0.0,0.31807600000000047,3.060684650713338,4.415634567309102,8028160.0,106027.33,37983344394240.0,227900066365440.0
E39,E39 qkv bias true 10ep,docs/HY/testresult/E39_qkv_bias_true_10ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,False,True,128,10,2956416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.62043,5.101716,5.101716,0.0,0.4812859999999999,2.978511798075647,4.297084200313006,8028160.0,175236.168,23734580674560.0,142407484047360.0
E40,E40 qkv bias true layers8 10ep,docs/HY/testresult/E40_qkv_bias_true_layers8_10ep_result.md,3000,128,192,4,8,4,0.1,False,gelu,,False,True,128,10,4735872,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.655655,5.112977,5.112977,0.0,0.45732199999999956,2.9850862568181817,4.306569139337389,8028160.0,97985.349,38020338155520.0,228122028933120.0
E41,E41 weight tying true 10ep,docs/HY/testresult/E41_weight_tying_true_10ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,True,False,128,10,2378112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.85127,5.137742,5.137742,0.0,0.28647199999999984,2.9995446948573328,4.327428256195473,8028160.0,186599.942,19091863633920.0,114551181803520.0
E42,E42 weight tying true 20ep,docs/HY/testresult/E42_weight_tying_true_20ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,True,False,128,20,2378112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.373516,4.988558,4.988558,0.0,0.6150419999999999,2.9124472742866625,4.201773239463947,16056320.0,188062.659,38183727267840.0,229102363607040.0
E43,E43 weight tying false 50ep,docs/HY/testresult/E43_weight_tying_false_50ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,False,False,128,50,2954112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.117082,5.390571,5.044847,0.3457239999999997,2.2734889999999996,3.1471527074153944,4.540381603908465,40140800.0,189742.361,118580418969600.0,711482513817600.0
E44,E44 weight tying true 50ep,docs/HY/testresult/E44_weight_tying_true_50ep_result.md,3000,128,192,4,4,4,0.1,False,gelu,,True,False,128,50,2378112,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.672257,5.077142,4.977708,0.09943400000000047,1.4048850000000002,2.9641648707033843,4.276385959341048,40140800.0,196729.607,95459318169600.0,572755909017600.0
E45,E45 postLN layers8 20ep,docs/HY/testresult/E45_postLN_layers8_20ep_result.md,3000,128,192,4,8,4,0.1,False,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.819977,5.077443,5.026342,0.05110100000000006,1.2574659999999995,2.9643406021731917,4.276639486261067,16056320.0,106532.666,75966688788480.0,455800132730880.0
E46,E46 preLN layers8 20ep,docs/HY/testresult/E46_preLN_layers8_20ep_result.md,3000,128,192,4,8,4,0.1,True,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.239478,5.018016,5.018016,0.0,0.7785380000000002,2.9296456053085604,4.226585186340806,16056320.0,101662.447,75966688788480.0,455800132730880.0
E47,E47 postLN layers12 20ep,docs/HY/testresult/E47_postLN_layers12_20ep_result.md,3000,128,192,4,12,4,0.1,False,gelu,,False,False,128,20,6508416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,7.291051,7.290566,7.290378,0.00018800000000052108,-0.00048500000000029075,4.256418202355674,6.140713432488047,16056320.0,70356.86,104501209989120.0,627007259934720.0
E48,E48 preLN layers12 20ep,docs/HY/testresult/E48_preLN_layers12_20ep_result.md,3000,128,192,4,12,4,0.1,True,gelu,,False,False,128,20,6508416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.156517,5.018293,5.018293,0.0,0.8617759999999999,2.9298073249668217,4.226818498489793,16056320.0,73676.841,104501209989120.0,627007259934720.0
E49,E49 activation GELU depth8 preLN seed42 20ep,docs/HY/testresult/E49_activation_GELU_depth8_preLN_seed42_20ep_result.md,3000,128,192,4,8,4,0.1,True,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.17547,5.000069,5.000069,0.0,0.8245990000000001,2.9191676893994694,4.211468749019908,16056320.0,108931.439,75966688788480.0,455800132730880.0
E50,E50 activation ReLU depth8 preLN seed42 20ep,docs/HY/testresult/E50_activation_ReLU_depth8_preLN_seed42_20ep_result.md,3000,128,192,4,8,4,0.1,True,relu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.998949,5.055911,5.048605,0.007305999999999813,1.056962,2.9517696719143998,4.258503467517348,16056320.0,116738.647,75966688788480.0,455800132730880.0
E51,E51 activation SiLU depth8 preLN seed42 20ep,docs/HY/testresult/E51_activation_SiLU_depth8_preLN_seed42_20ep_result.md,3000,128,192,4,8,4,0.1,True,silu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.478658,5.115156,5.115156,0.0,0.6364979999999996,2.986358412541473,4.30840447209062,16056320.0,123180.332,75966688788480.0,455800132730880.0
E52,E52 activation GELU depth8 preLN seed123 20ep,docs/HY/testresult/E52_activation_GELU_depth8_preLN_seed123_20ep_result.md,3000,128,192,4,8,4,0.1,True,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.239478,5.018016,5.018016,0.0,0.7785380000000002,2.9296456053085604,4.226585186340806,16056320.0,106037.226,75966688788480.0,455800132730880.0
E53,E53 activation ReLU depth8 preLN seed123 20ep,docs/HY/testresult/E53_activation_ReLU_depth8_preLN_seed123_20ep_result.md,3000,128,192,4,8,4,0.1,True,relu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,3.999074,5.051892,5.048213,0.003678999999999988,1.0528179999999998,2.9494232773059057,4.255118335651704,16056320.0,107536.704,75966688788480.0,455800132730880.0
E54,E54 activation SiLU depth8 preLN seed123 20ep,docs/HY/testresult/E54_activation_SiLU_depth8_preLN_seed123_20ep_result.md,3000,128,192,4,8,4,0.1,True,silu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.482438,5.12273,5.12273,0.0,0.6402919999999996,2.9907803067352354,4.314783916915297,16056320.0,113549.868,75966688788480.0,455800132730880.0
E55,E55 activation GELU depth8 preLN seed2026 20ep,docs/HY/testresult/E55_activation_GELU_depth8_preLN_seed2026_20ep_result.md,3000,128,192,4,8,4,0.1,True,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.189258,5.025807,5.025807,0.0,0.8365490000000007,2.934194189631719,4.233147406386892,16056320.0,103178.519,75966688788480.0,455800132730880.0
E56,E56 activation ReLU depth8 preLN seed2026 20ep,docs/HY/testresult/E56_activation_ReLU_depth8_preLN_seed2026_20ep_result.md,3000,128,192,4,8,4,0.1,True,relu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.011724,5.062329,5.052587,0.00974200000000014,1.050605,2.955516663852024,4.263909234204008,16056320.0,113007.734,75966688788480.0,455800132730880.0
E57,E57 activation SiLU depth8 preLN seed2026 20ep,docs/HY/testresult/E57_activation_SiLU_depth8_preLN_seed2026_20ep_result.md,3000,128,192,4,8,4,0.1,True,silu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.493425,5.142285,5.142285,0.0,0.64886,3.0021970140179164,4.331254743895302,16056320.0,113252.085,75966688788480.0,455800132730880.0
E60,E60 postLN layers8 drop0.2 lr0.0002,docs/HY/testresult/E60_postLN_layers8_drop0p2_lr0p0002_result.md,3000,128,192,4,8,4,0.2,False,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.606819,5.068817,5.068817,0.0,0.46199800000000035,2.9593045235733246,4.269373960639512,16056320.0,115362.886,75966688788480.0,455800132730880.0
E61,E61 preLN layers8 drop0.2 lr0.0002,docs/HY/testresult/E61_preLN_layers8_drop0p2_lr0p0002_result.md,3000,128,192,4,8,4,0.2,True,gelu,,False,False,128,20,4731264,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.895616,5.191477,5.191477,0.0,0.2958609999999995,3.03091655708361,4.3726882862527745,16056320.0,106801.401,75966688788480.0,455800132730880.0
E62,E62 postLN layers12 drop0.2 lr0.0002,docs/HY/testresult/E62_postLN_layers12_drop0p2_lr0p0002_result.md,3000,128,192,4,12,4,0.2,False,gelu,,False,False,128,20,6508416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.569018,5.060854,5.060854,0.0,0.49183600000000016,2.954655521267419,4.262666868067701,16056320.0,78411.298,104501209989120.0,627007259934720.0
E63,E63 preLN layers12 drop0.2 lr0.0002,docs/HY/testresult/E63_preLN_layers12_drop0p2_lr0p0002_result.md,3000,128,192,4,12,4,0.2,True,gelu,,False,False,128,20,6508416,1379486,120560,805021,70386,0.5838254810882548,1.7128406217145455,4.832398,5.142445,5.142445,0.0,0.31004699999999996,3.002290426094891,4.331389509035512,16056320.0,77913.07,104501209989120.0,627007259934720.0
