experiment_id,title,source_md,comparison_group,changed_variable,changed_value,seed,vocab_size,context_length,emb_dim,n_heads,n_layers,ffn_mult,activation,drop_rate,norm_first,qkv_bias,weight_tying,stride,num_epochs,parameter_count,actual_vocab_size,bpe_merge_count,train_char_count,val_char_count,train_token_count,val_token_count,train_tokens_per_char,val_tokens_per_char,train_chars_per_token,val_chars_per_token,best_epoch,best_step,best_tokens_seen,best_val_loss,best_val_bits_per_char,final_epoch,final_step,final_tokens_seen,final_train_loss,final_val_loss,final_train_bits_per_char,final_val_bits_per_char,final_minus_best_val_loss,final_minus_best_val_bits_per_char,final_generalization_gap,gap_slope_last_quarter,overfit_score,tokens_per_parameter,tokens_per_sec_after_warmup,compute_proxy_param_tokens,estimated_train_flops
E10,E10 n_heads 6,docs/HY/testresult/E10_n_heads_6_result.md,n_heads_5ep,n_heads,6,123,3000,128,192,6,4,4,,0.1,,False,False,128,5,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.30265,4.466327317081108,5.0,980.0,4014080.0,5.08364,5.30265,4.279955361784542,4.466327317081108,0.0,0.0,0.21900999999999993,3.862653459821454e-08,0.25763653459821445,1.3588110403397027,195740.0,11858041896960.0,71148251381760.0
E11,E11 n_layers 2,docs/HY/testresult/E11_n_layers_2_result.md,n_layers_5ep,n_layers,2,123,3000,128,192,4,2,4,,0.1,,False,False,128,5,2065536.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.32126,4.482002187451748,5.0,980.0,4014080.0,5.09881,5.32126,4.29272710070356,4.482002187451748,0.0,0.0,0.22244999999999937,3.487723214285662e-08,0.257327232142856,1.943359980169796,324063.0,8291226746880.0,49747360481280.0
E12,E12 n_layers 6,docs/HY/testresult/E12_n_layers_6_result.md,n_layers_5ep,n_layers,6,123,3000,128,192,4,6,4,,0.1,,False,False,128,5,3842688.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.31207,4.4742616147109535,5.0,980.0,4014080.0,5.10582,5.31207,4.298628873269301,4.4742616147109535,0.0,0.0,0.2062500000000007,4.4181979432399204e-08,0.2504319794323999,1.0446021118550348,141418.0,15424857047040.0,92549142282240.0
E13,E13 n_layers 8,docs/HY/testresult/E13_n_layers_8_result.md,n_layers_5ep,n_layers,8,123,3000,128,192,4,8,4,,0.1,,False,False,128,5,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.3179,4.479172119507345,5.0,980.0,4014080.0,5.12219,5.3179,4.312410901357918,4.479172119507345,0.0,0.0,0.19571000000000005,4.307338169642864e-08,0.23878338169642868,0.8484159835511187,109846.0,18991672197120.0,113950033182720.0
E14,E14 ffn_multiplier 2,docs/HY/testresult/E14_ffn_multiplier_2_result.md,ffn_multiplier_5ep,ffn_mult,2,123,3000,128,192,4,4,2,,0.1,,False,False,128,5,2362752.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.29172,4.457121173440532,5.0,980.0,4014080.0,5.06699,5.29172,4.265937599556353,4.457121173440532,0.0,0.0,0.2247300000000001,3.8514429209183744e-08,0.26324442920918384,1.6989002654531664,197806.0,9484275548160.0,56905653288960.0
E15,E15 ffn_multiplier 6,docs/HY/testresult/E15_ffn_multiplier_6_result.md,ffn_multiplier_5ep,ffn_mult,6,123,3000,128,192,4,4,6,,0.1,,False,False,128,5,3545472.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.30062,4.464617484364697,5.0,980.0,4014080.0,5.09652,5.30062,4.290799132204908,4.464617484364697,0.0,0.0,0.2041000000000004,3.5475127551020485e-08,0.23957512755102087,1.1321708364922922,192963.0,14231808245760.0,85390849474560.0
E16,E16 drop_rate 0.0,docs/HY/testresult/E16_drop_rate_0p0_result.md,dropout_5ep,drop_rate,0.0,123,3000,128,192,4,4,4,,0.0,,False,False,128,5,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.25243,4.424027908697787,5.0,980.0,4014080.0,5.01098,5.25243,4.2187823525653085,4.424027908697787,0.0,0.0,0.2414500000000004,5.288883131377571e-08,0.2943388313137761,1.3588110403397027,198335.0,11858041896960.0,71148251381760.0
E17,E17 drop_rate 0.05,docs/HY/testresult/E17_drop_rate_0p05_result.md,dropout_5ep,drop_rate,0.05,123,3000,128,192,4,4,4,,0.05,,False,False,128,5,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.27773,4.445337646493447,5.0,980.0,4014080.0,5.04756,5.27773,4.249579334085259,4.445337646493447,0.0,0.0,0.2301700000000002,4.576391103316326e-08,0.27593391103316345,1.3588110403397027,192126.0,11858041896960.0,71148251381760.0
E18,E18 drop_rate 0.2,docs/HY/testresult/E18_drop_rate_0p2_result.md,dropout_5ep,drop_rate,0.2,123,3000,128,192,4,4,4,,0.2,,False,False,128,5,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.34029,4.49803081631544,5.0,980.0,4014080.0,5.14016,5.34029,4.3275399816726665,4.49803081631544,0.0,0.0,0.20013000000000059,3.2398457429847324e-08,0.2325284574298479,1.3588110403397027,193337.0,11858041896960.0,71148251381760.0
E19,E19 qkv_bias True,docs/HY/testresult/E19_qkv_bias_True_result.md,qkv_bias_5ep,qkv_bias,True,123,3000,128,192,4,4,4,,0.1,,True,False,128,5,2956416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.29573,4.460498724767038,5.0,980.0,4014080.0,5.08188,5.29573,4.2784736043357965,4.460498724767038,0.0,0.0,0.21384999999999987,3.658372528698994e-08,0.2504337252869898,1.3577520890158896,180117.0,11867290337280.0,71203742023680.0
E20,E20 weight_tying True,docs/HY/testresult/E20_weight_tying_True_result.md,weight_tying_5ep,tie_embeddings,,123,3000,128,192,4,4,4,,0.1,,False,True,128,5,2378112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,5.0,980.0,4014080.0,5.42729,4.571309361304466,5.0,980.0,4014080.0,5.30937,5.42729,4.469999173662572,4.571309361304466,0.0,0.0,0.1179199999999998,1.8073879942601515e-08,0.13599387994260131,1.6879272296679046,191334.0,9545931816960.0,57275590901760.0
E21,E21 long_epoch dropout 0.0,docs/HY/testresult/E21_long_epoch_dropout_0p0_result.md,dropout_long,drop_rate,0.0,123,3000,128,192,4,4,4,,0.0,,False,False,128,20,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.0645,4.265737828700229,20.0,3920.0,16056320.0,3.40609,5.45469,2.8676131980668798,4.594387891565377,0.3901900000000005,0.3286500628651483,2.04859,1.9398337277835342e-07,2.6327633727783537,5.435244161358811,195084.0,47432167587840.0,284593005527040.0
E22,E22 long_epoch dropout 0.05,docs/HY/testresult/E22_long_epoch_dropout_0p05_result.md,dropout_long,drop_rate,0.05,123,3000,128,192,4,4,4,,0.05,,False,False,128,20,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,13.0,2548.0,10436608.0,5.0563,4.258831115264482,20.0,3920.0,16056320.0,3.80803,5.1431,3.2060095554241435,4.3319412038282445,0.08679999999999932,0.07311008856376233,1.33507,1.0058889161576498e-07,1.5224588916157642,5.435244161358811,182882.0,47432167587840.0,284593005527040.0
E23,E23 long_epoch dropout 0.1,docs/HY/testresult/E23_long_epoch_dropout_0p1_result.md,depth_norm_20ep,n_layers_norm_first,"layers=4,norm_first=",123,3000,128,192,4,4,4,,0.1,,False,False,128,20,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,16.0,3136.0,12845056.0,5.04485,4.249186984918225,20.0,3920.0,16056320.0,4.04072,5.05971,3.4019130444858483,4.261703297315201,0.014859999999999651,0.012516312396975593,1.019,6.543225696527473e-08,1.0992922569652743,5.435244161358811,189773.0,47432167587840.0,284593005527040.0
E24,E24 long_epoch dropout 0.2,docs/HY/testresult/E24_long_epoch_dropout_0p2_result.md,dropout_long,drop_rate,0.2,123,3000,128,192,4,4,4,,0.2,,False,False,128,20,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.04712,4.25109896534495,20.0,3920.0,16056320.0,4.33121,5.04712,3.6464787952165825,4.25109896534495,0.0,0.0,0.715912,3.7653771430594947e-08,0.7535657714305949,5.435244161358811,195312.0,47432167587840.0,284593005527040.0
E25,E25 activation ReLU,docs/HY/testresult/E25_activation_ReLU_result.md,activation_10ep,activation,relu,123,3000,128,192,4,4,4,relu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.09621,4.292446594925539,10.0,1960.0,8028160.0,4.57466,5.09621,3.8514412104990274,4.292446594925539,0.0,0.0,0.521546,6.976645264869696e-08,0.5913124526486969,2.7176220806794054,202689.0,23716083793920.0,142296502763520.0
E26,E26 activation SiLU,docs/HY/testresult/E26_activation_SiLU_result.md,activation_10ep,activation,silu,123,3000,128,192,4,4,4,silu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.13588,4.325859926876283,10.0,1960.0,8028160.0,4.67165,5.13588,3.933097832631885,4.325859926876283,0.0,0.0,0.464228,5.6782378747277566e-08,0.5210103787472775,2.7176220806794054,198161.0,23716083793920.0,142296502763520.0
E27,E27 pre-LN,docs/HY/testresult/E27_preLN_result.md,norm_first_10ep,norm_first,True,123,3000,128,192,4,4,4,gelu,0.1,True,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.20749,4.386175749941387,10.0,1960.0,8028160.0,4.82886,5.20749,4.065454132925798,4.386175749941387,0.0,0.0,0.378632,4.7725486011531535e-08,0.42635748601153156,2.7176220806794054,176966.0,23716083793920.0,142296502763520.0
E28,E28 post-LN baseline 10ep,docs/HY/testresult/E28_postLN_baseline_10ep_result.md,weight_tying_long,tie_embeddings_epochs,"weight_tying=False,epochs=10",123,3000,128,192,4,4,4,gelu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.10272,4.2979298515678215,10.0,1960.0,8028160.0,4.6197,5.10272,3.889360730664652,4.2979298515678215,0.0,0.0,0.483027,6.191997021785364e-08,0.5449469702178537,2.7176220806794054,185263.0,23716083793920.0,142296502763520.0
E29,E29 stride 64,docs/HY/testresult/E29_stride_64_result.md,stride_10ep,stride,64,123,3000,128,192,4,4,4,gelu,0.1,False,False,False,64,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,9.0,3537.0,14487552.0,5.00064,4.211949692114032,10.0,3930.0,16097280.0,4.13953,5.00408,3.4851019385259314,4.214847142628541,0.0034400000000003317,0.002897450514509181,0.86455,5.0164727269418306e-08,0.9181547272694187,5.449109580137788,197340.0,47553168015360.0,285319008092160.0
E31,E31 n_heads 1 10ep,docs/HY/testresult/E31_n_heads_1_10ep_result.md,n_heads_10ep,n_heads,1,123,3000,128,192,1,4,4,gelu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.10989,4.303969014413469,10.0,1960.0,8028160.0,4.63914,5.10989,3.90572741521216,4.303969014413469,0.0,0.0,0.470751,5.834387557163732e-08,0.5290948755716373,2.7176220806794054,194619.0,23716083793920.0,142296502763520.0
E32,E32 n_heads 2 10ep,docs/HY/testresult/E32_n_heads_2_10ep_result.md,n_heads_10ep,n_heads,2,123,3000,128,192,2,4,4,gelu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.09708,4.293179380375429,10.0,1960.0,8028160.0,4.6212,5.09708,3.8906235921266505,4.293179380375429,0.0,0.0,0.475874,6.099851903172765e-08,0.5368725190317276,2.7176220806794054,207043.0,23716083793920.0,142296502763520.0
E33,E33 n_heads 8 10ep,docs/HY/testresult/E33_n_heads_8_10ep_result.md,n_heads_10ep,n_heads,8,123,3000,128,192,8,4,4,gelu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.11329,4.306832773642925,10.0,1960.0,8028160.0,4.6249,5.11329,3.893738650399582,4.306832773642925,0.0,0.0,0.488385,6.627447234113076e-08,0.5546594723411308,2.7176220806794054,189309.0,23716083793920.0,142296502763520.0
E34,E34 n_heads 12 10ep,docs/HY/testresult/E34_n_heads_12_10ep_result.md,n_heads_10ep,n_heads,12,123,3000,128,192,12,4,4,gelu,0.1,False,False,False,128,10,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.12254,4.314623883311298,10.0,1960.0,8028160.0,4.63304,5.12254,3.90059177860003,4.314623883311298,0.0,0.0,0.489507,6.461113956022867e-08,0.5541181395602287,2.7176220806794054,195292.0,23716083793920.0,142296502763520.0
E35,E35 ffn multiplier 2 10ep,docs/HY/testresult/E35_ffn_multiplier_2_10ep_result.md,ffn_multiplier_10ep,ffn_mult,2,123,3000,128,192,4,4,2,gelu,0.1,False,False,False,128,10,2362752.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.11043,4.304423846761677,10.0,1960.0,8028160.0,4.61679,5.11043,3.8869107794283737,4.304423846761677,0.0,0.0,0.493636,6.353539781070143e-08,0.5571713978107015,3.397800530906333,187865.0,18968551096320.0,113811306577920.0
E36,E36 ffn multiplier 6 10ep,docs/HY/testresult/E36_ffn_multiplier_6_10ep_result.md,ffn_multiplier_10ep,ffn_mult,6,123,3000,128,192,4,4,6,gelu,0.1,False,False,False,128,10,3545472.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.09563,4.291958071292279,10.0,1960.0,8028160.0,4.62413,5.09563,3.8930903815157554,4.291958071292279,0.0,0.0,0.471503,6.38159875345464e-08,0.5353189875345464,2.2643416729845844,194872.0,28463616491520.0,170781698949120.0
E37,E37 postLN layers8 10ep,docs/HY/testresult/E37_postLN_layers8_10ep_result.md,qkv_bias_10ep,qkv_bias,False,123,3000,128,192,4,8,4,gelu,0.1,False,False,False,128,10,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.07091,4.27113685712988,10.0,1960.0,8028160.0,4.56435,5.07091,3.842761142716887,4.27113685712988,0.0,0.0,0.506557,8.019185087218617e-08,0.5867488508721862,1.6968319671022374,103950.0,37983344394240.0,227900066365440.0
E38,E38 preLN layers8 10ep,docs/HY/testresult/E38_preLN_layers8_10ep_result.md,depth_norm_10ep,n_layers_norm_first,"layers=8,norm_first=True",123,3000,128,192,4,8,4,gelu,0.1,True,False,False,128,10,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.24246,4.41563035589847,10.0,1960.0,8028160.0,4.92439,5.24246,4.14588156990231,4.41563035589847,0.0,0.0,0.318076,4.0956828081018455e-08,0.3590328280810185,1.6968319671022374,106027.0,37983344394240.0,227900066365440.0
E39,E39 qkv bias true 10ep,docs/HY/testresult/E39_qkv_bias_true_10ep_result.md,qkv_bias_10ep,qkv_bias,True,123,3000,128,192,4,4,4,gelu,0.1,False,True,False,128,10,2956416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.10172,4.297087569441511,10.0,1960.0,8028160.0,4.62043,5.10172,3.8899753232428247,4.297087569441511,0.0,0.0,0.481286,6.225043846415429e-08,0.5435364384641543,2.7155041780317792,175236.0,23734580674560.0,142407484047360.0
E40,E40 qkv bias true layers8 10ep,docs/HY/testresult/E40_qkv_bias_true_layers8_10ep_result.md,qkv_bias_10ep,qkv_bias,True,123,3000,128,192,4,8,4,gelu,0.1,False,True,False,128,10,4735872.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.11298,4.3065716661837685,10.0,1960.0,8028160.0,4.65565,5.11298,3.9196273103705623,4.3065716661837685,0.0,0.0,0.457322,6.918539780763008e-08,0.5265073978076301,1.695180950836509,97985.3,38020338155520.0,228122028933120.0
E41,E41 weight tying true 10ep,docs/HY/testresult/E41_weight_tying_true_10ep_result.md,weight_tying_long,tie_embeddings_epochs,"weight_tying=True,epochs=10",123,3000,128,192,4,4,4,gelu,0.1,False,False,True,128,10,2378112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,10.0,1960.0,8028160.0,5.13774,4.32742657163122,10.0,1960.0,8028160.0,4.85127,5.13774,4.084321283168065,4.32742657163122,0.0,0.0,0.286472,3.651424191525664e-08,0.32298624191525666,3.3758544593358093,186600.0,19091863633920.0,114551181803520.0
E42,E42 weight tying true 20ep,docs/HY/testresult/E42_weight_tying_true_20ep_result.md,weight_tying_long,tie_embeddings_epochs,"weight_tying=True,epochs=20",123,3000,128,192,4,4,4,gelu,0.1,False,False,True,128,20,2378112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,4.98856,4.201774924028198,20.0,3920.0,16056320.0,4.37352,4.98856,3.682099907521369,4.201774924028198,0.0,0.0,0.615043,3.89155623291915e-08,0.6539585623291915,6.751708918671619,188063.0,38183727267840.0,229102363607040.0
E43,E43 weight tying false 50ep,docs/HY/testresult/E43_weight_tying_false_50ep_result.md,weight_tying_long,tie_embeddings_epochs,"weight_tying=False,epochs=50",123,3000,128,192,4,4,4,gelu,0.1,False,False,False,128,50,2954112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,16.0,3136.0,12845056.0,5.04485,4.249186984918225,50.0,9800.0,40140800.0,3.11708,5.39057,2.6242934706453176,4.54038076162634,0.34572,0.2911937767081145,2.27349,4.166809674163549e-08,2.6608780967416354,13.588110403397028,189742.0,118580418969600.0,711482513817600.0
E44,E44 weight tying true 50ep,docs/HY/testresult/E44_weight_tying_true_50ep_result.md,weight_tying_long,tie_embeddings_epochs,"weight_tying=True,epochs=50",123,3000,128,192,4,4,4,gelu,0.1,False,False,True,128,50,2378112.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,25.0,4900.0,20070400.0,4.97771,4.1926361629577285,50.0,9800.0,40140800.0,3.67226,5.07714,3.0917037549604034,4.276384274776795,0.09942999999999991,0.08374811181906683,1.40489,2.7742159281873138e-08,1.532062159281873,16.879272296679048,196730.0,95459318169600.0,572755909017600.0
